Trial ID,Cancer Type,Trial Name,Location,Contact Info,Status
PC9015,Peritoneal Cancer,PC Trial #16,"Austin, Texas",peri@trials.org / (800) 555-9015,Recruiting
PC9016,Peritoneal Cancer,PC Trial #17,"Indianapolis, Indiana",peri@trials.org / (800) 555-9016,Recruiting
PC9017,Peritoneal Cancer,PC Trial #18,"Detroit, Michigan",peri@trials.org / (800) 555-9017,Recruiting
PC9018,Peritoneal Cancer,PC Trial #19,"Baltimore, Maryland",peri@trials.org / (800) 555-9018,Recruiting
PC9019,Peritoneal Cancer,PC Trial #20,"Charlotte, North Carolina",peri@trials.org / (800) 555-9019,Recruiting
AC10000,Ampullary Cancer,AMP Trial #1,"Boston, Massachusetts",amp@trials.org / (800) 555-10000,Recruiting
AC10001,Ampullary Cancer,AMP Trial #2,"Chicago, Illinois",amp@trials.org / (800) 555-10001,Recruiting
AC10002,Ampullary Cancer,AMP Trial #3,"Los Angeles, California",amp@trials.org / (800) 555-10002,Recruiting
AC10003,Ampullary Cancer,AMP Trial #4,"New York, New York",amp@trials.org / (800) 555-10003,Recruiting
AC10004,Ampullary Cancer,AMP Trial #5,"Houston, Texas",amp@trials.org / (800) 555-10004,Recruiting
AC10005,Ampullary Cancer,AMP Trial #6,"Seattle, Washington",amp@trials.org / (800) 555-10005,Recruiting
AC10006,Ampullary Cancer,AMP Trial #7,"Denver, Colorado",amp@trials.org / (800) 555-10006,Recruiting
AC10007,Ampullary Cancer,AMP Trial #8,"Philadelphia, Pennsylvania",amp@trials.org / (800) 555-10007,Recruiting
AC10008,Ampullary Cancer,AMP Trial #9,"San Diego, California",amp@trials.org / (800) 555-10008,Recruiting
AC10009,Ampullary Cancer,AMP Trial #10,"Atlanta, Georgia",amp@trials.org / (800) 555-10009,Recruiting
AC10010,Ampullary Cancer,AMP Trial #11,"Miami, Florida",amp@trials.org / (800) 555-10010,Recruiting
AC10011,Ampullary Cancer,AMP Trial #12,"St. Louis, Missouri",amp@trials.org / (800) 555-10011,Recruiting
AC10012,Ampullary Cancer,AMP Trial #13,"Minneapolis, Minnesota",amp@trials.org / (800) 555-10012,Recruiting
AC10013,Ampullary Cancer,AMP Trial #14,"Phoenix, Arizona",amp@trials.org / (800) 555-10013,Recruiting
AC10014,Ampullary Cancer,AMP Trial #15,"Cleveland, Ohio",amp@trials.org / (800) 555-10014,Recruiting
AC10015,Ampullary Cancer,AMP Trial #16,"Austin, Texas",amp@trials.org / (800) 555-10015,Recruiting
AC10016,Ampullary Cancer,AMP Trial #17,"Indianapolis, Indiana",amp@trials.org / (800) 555-10016,Recruiting
AC10017,Ampullary Cancer,AMP Trial #18,"Detroit, Michigan",amp@trials.org / (800) 555-10017,Recruiting
AC10018,Ampullary Cancer,AMP Trial #19,"Baltimore, Maryland",amp@trials.org / (800) 555-10018,Recruiting
AC10019,Ampullary Cancer,AMP Trial #20,"Charlotte, North Carolina",amp@trials.org / (800) 555-10019,Recruiting
GIST11000,GIST,GIST Trial #1,"Los Angeles, California",gist@trials.org / (800) 555-11000,Recruiting
GIST11001,GIST,GIST Trial #2,"New York, New York",gist@trials.org / (800) 555-11001,Recruiting
GIST11002,GIST,GIST Trial #3,"Chicago, Illinois",gist@trials.org / (800) 555-11002,Recruiting
GIST11003,GIST,GIST Trial #4,"Boston, Massachusetts",gist@trials.org / (800) 555-11003,Recruiting
GIST11004,GIST,GIST Trial #5,"Houston, Texas",gist@trials.org / (800) 555-11004,Recruiting
GIST11005,GIST,GIST Trial #6,"Seattle, Washington",gist@trials.org / (800) 555-11005,Recruiting
GIST11006,GIST,GIST Trial #7,"Denver, Colorado",gist@trials.org / (800) 555-11006,Recruiting
GIST11007,GIST,GIST Trial #8,"Philadelphia, Pennsylvania",gist@trials.org / (800) 555-11007,Recruiting
GIST11008,GIST,GIST Trial #9,"San Diego, California",gist@trials.org / (800) 555-11008,Recruiting
GIST11009,GIST,GIST Trial #10,"Atlanta, Georgia",gist@trials.org / (800) 555-11009,Recruiting
GIST11010,GIST,GIST Trial #11,"Miami, Florida",gist@trials.org / (800) 555-11010,Recruiting
GIST11011,GIST,GIST Trial #12,"St. Louis, Missouri",gist@trials.org / (800) 555-11011,Recruiting
GIST11012,GIST,GIST Trial #13,"Minneapolis, Minnesota",gist@trials.org / (800) 555-11012,Recruiting
GIST11013,GIST,GIST Trial #14,"Phoenix, Arizona",gist@trials.org / (800) 555-11013,Recruiting
GIST11014,GIST,GIST Trial #15,"Cleveland, Ohio",gist@trials.org / (800) 555-11014,Recruiting
GIST11015,GIST,GIST Trial #16,"Austin, Texas",gist@trials.org / (800) 555-11015,Recruiting
GIST11016,GIST,GIST Trial #17,"Indianapolis, Indiana",gist@trials.org / (800) 555-11016,Recruiting
GIST11017,GIST,GIST Trial #18,"Detroit, Michigan",gist@trials.org / (800) 555-11017,Recruiting
GIST11018,GIST,GIST Trial #19,"Baltimore, Maryland",gist@trials.org / (800) 555-11018,Recruiting
GIST11019,GIST,GIST Trial #20,"Charlotte, North Carolina",gist@trials.org / (800) 555-11019,Recruiting
THY12000,Thymoma/Thymic Carcinoma,Thymoma Trial #1,"Boston, Massachusetts",thy@trials.org / (800) 555-12000,Recruiting
THY12001,Thymoma/Thymic Carcinoma,Thymoma Trial #2,"New York, New York",thy@trials.org / (800) 555-12001,Recruiting
THY12002,Thymoma/Thymic Carcinoma,Thymoma Trial #3,"Chicago, Illinois",thy@trials.org / (800) 555-12002,Recruiting
THY12003,Thymoma/Thymic Carcinoma,Thymoma Trial #4,"Los Angeles, California",thy@trials.org / (800) 555-12003,Recruiting
THY12004,Thymoma/Thymic Carcinoma,Thymoma Trial #5,"Houston, Texas",thy@trials.org / (800) 555-12004,Recruiting
THY12005,Thymoma/Thymic Carcinoma,Thymoma Trial #6,"Seattle, Washington",thy@trials.org / (800) 555-12005,Recruiting
THY12006,Thymoma/Thymic Carcinoma,Thymoma Trial #7,"Denver, Colorado",thy@trials.org / (800) 555-12006,Recruiting
THY12007,Thymoma/Thymic Carcinoma,Thymoma Trial #8,"Philadelphia, Pennsylvania",thy@trials.org / (800) 555-12007,Recruiting
THY12008,Thymoma/Thymic Carcinoma,Thymoma Trial #9,"San Diego, California",thy@trials.org / (800) 555-12008,Recruiting
THY12009,Thymoma/Thymic Carcinoma,Thymoma Trial #10,"Miami, Florida",thy@trials.org / (800) 555-12009,Recruiting
THY12010,Thymoma/Thymic Carcinoma,Thymoma Trial #11,"Portland, Oregon",thy@trials.org / (800) 555-12010,Recruiting
THY12011,Thymoma/Thymic Carcinoma,Thymoma Trial #12,"Phoenix, Arizona",thy@trials.org / (800) 555-12011,Recruiting
THY12012,Thymoma/Thymic Carcinoma,Thymoma Trial #13,"Minneapolis, Minnesota",thy@trials.org / (800) 555-12012,Recruiting
THY12013,Thymoma/Thymic Carcinoma,Thymoma Trial #14,"St. Louis, Missouri",thy@trials.org / (800) 555-12013,Recruiting
THY12014,Thymoma/Thymic Carcinoma,Thymoma Trial #15,"Baltimore, Maryland",thy@trials.org / (800) 555-12014,Recruiting
THY12015,Thymoma/Thymic Carcinoma,Thymoma Trial #16,"Cleveland, Ohio",thy@trials.org / (800) 555-12015,Recruiting
THY12016,Thymoma/Thymic Carcinoma,Thymoma Trial #17,"Austin, Texas",thy@trials.org / (800) 555-12016,Recruiting
THY12017,Thymoma/Thymic Carcinoma,Thymoma Trial #18,"Indianapolis, Indiana",thy@trials.org / (800) 555-12017,Recruiting
THY12018,Thymoma/Thymic Carcinoma,Thymoma Trial #19,"Detroit, Michigan",thy@trials.org / (800) 555-12018,Recruiting
THY12019,Thymoma/Thymic Carcinoma,Thymoma Trial #20,"Charlotte, North Carolina",thy@trials.org / (800) 555-12019,Recruiting
PLE13000,Pleural Cancer,Pleural Trial #1,"New York, New York",ple@trials.org / (800) 555-13000,Recruiting
PLE13001,Pleural Cancer,Pleural Trial #2,"Chicago, Illinois",ple@trials.org / (800) 555-13001,Recruiting
PLE13002,Pleural Cancer,Pleural Trial #3,"Los Angeles, California",ple@trials.org / (800) 555-13002,Recruiting
PLE13003,Pleural Cancer,Pleural Trial #4,"Boston, Massachusetts",ple@trials.org / (800) 555-13003,Recruiting
PLE13004,Pleural Cancer,Pleural Trial #5,"Houston, Texas",ple@trials.org / (800) 555-13004,Recruiting
PLE13005,Pleural Cancer,Pleural Trial #6,"Seattle, Washington",ple@trials.org / (800) 555-13005,Recruiting
PLE13006,Pleural Cancer,Pleural Trial #7,"Denver, Colorado",ple@trials.org / (800) 555-13006,Recruiting
PLE13007,Pleural Cancer,Pleural Trial #8,"Philadelphia, Pennsylvania",ple@trials.org / (800) 555-13007,Recruiting
PLE13008,Pleural Cancer,Pleural Trial #9,"San Diego, California",ple@trials.org / (800) 555-13008,Recruiting
PLE13009,Pleural Cancer,Pleural Trial #10,"Miami, Florida",ple@trials.org / (800) 555-13009,Recruiting
PLE13010,Pleural Cancer,Pleural Trial #11,"Portland, Oregon",ple@trials.org / (800) 555-13010,Recruiting
PLE13011,Pleural Cancer,Pleural Trial #12,"Phoenix, Arizona",ple@trials.org / (800) 555-13011,Recruiting
PLE13012,Pleural Cancer,Pleural Trial #13,"Minneapolis, Minnesota",ple@trials.org / (800) 555-13012,Recruiting
PLE13013,Pleural Cancer,Pleural Trial #14,"St. Louis, Missouri",ple@trials.org / (800) 555-13013,Recruiting
PLE13014,Pleural Cancer,Pleural Trial #15,"Baltimore, Maryland",ple@trials.org / (800) 555-13014,Recruiting
PLE13015,Pleural Cancer,Pleural Trial #16,"Cleveland, Ohio",ple@trials.org / (800) 555-13015,Recruiting
PLE13016,Pleural Cancer,Pleural Trial #17,"Austin, Texas",ple@trials.org / (800) 555-13016,Recruiting
PLE13017,Pleural Cancer,Pleural Trial #18,"Indianapolis, Indiana",ple@trials.org / (800) 555-13017,Recruiting
PLE13018,Pleural Cancer,Pleural Trial #19,"Detroit, Michigan",ple@trials.org / (800) 555-13018,Recruiting
PLE13019,Pleural Cancer,Pleural Trial #20,"Charlotte, North Carolina",ple@trials.org / (800) 555-13019,Recruiting
TRC14000,Tracheal Cancer,Tracheal Trial #1,"Chicago, Illinois",trc@trials.org / (800) 555-14000,Recruiting
TRC14001,Tracheal Cancer,Tracheal Trial #2,"New York, New York",trc@trials.org / (800) 555-14001,Recruiting
TRC14002,Tracheal Cancer,Tracheal Trial #3,"Los Angeles, California",trc@trials.org / (800) 555-14002,Recruiting
TRC14003,Tracheal Cancer,Tracheal Trial #4,"Boston, Massachusetts",trc@trials.org / (800) 555-14003,Recruiting
TRC14004,Tracheal Cancer,Tracheal Trial #5,"Houston, Texas",trc@trials.org / (800) 555-14004,Recruiting
TRC14005,Tracheal Cancer,Tracheal Trial #6,"Seattle, Washington",trc@trials.org / (800) 555-14005,Recruiting
TRC14006,Tracheal Cancer,Tracheal Trial #7,"Denver, Colorado",trc@trials.org / (800) 555-14006,Recruiting
TRC14007,Tracheal Cancer,Tracheal Trial #8,"Philadelphia, Pennsylvania",trc@trials.org / (800) 555-14007,Recruiting
TRC14008,Tracheal Cancer,Tracheal Trial #9,"San Diego, California",trc@trials.org / (800) 555-14008,Recruiting
TRC14009,Tracheal Cancer,Tracheal Trial #10,"Miami, Florida",trc@trials.org / (800) 555-14009,Recruiting
TRC14010,Tracheal Cancer,Tracheal Trial #11,"Portland, Oregon",trc@trials.org / (800) 555-14010,Recruiting
TRC14011,Tracheal Cancer,Tracheal Trial #12,"Phoenix, Arizona",trc@trials.org / (800) 555-14011,Recruiting
TRC14012,Tracheal Cancer,Tracheal Trial #13,"Minneapolis, Minnesota",trc@trials.org / (800) 555-14012,Recruiting
TRC14013,Tracheal Cancer,Tracheal Trial #14,"St. Louis, Missouri",trc@trials.org / (800) 555-14013,Recruiting
TRC14014,Tracheal Cancer,Tracheal Trial #15,"Baltimore, Maryland",trc@trials.org / (800) 555-14014,Recruiting
TRC14015,Tracheal Cancer,Tracheal Trial #16,"Cleveland, Ohio",trc@trials.org / (800) 555-14015,Recruiting
TRC14016,Tracheal Cancer,Tracheal Trial #17,"Austin, Texas",trc@trials.org / (800) 555-14016,Recruiting
TRC14017,Tracheal Cancer,Tracheal Trial #18,"Indianapolis, Indiana",trc@trials.org / (800) 555-14017,Recruiting
TRC14018,Tracheal Cancer,Tracheal Trial #19,"Detroit, Michigan",trc@trials.org / (800) 555-14018,Recruiting
TRC14019,Tracheal Cancer,Tracheal Trial #20,"Charlotte, North Carolina",trc@trials.org / (800) 555-14019,Recruiting
CAR15000,Pulmonary Carcinoid Tumor,Carcinoid Trial #1,"New York, New York",car@trials.org / (800) 555-15000,Recruiting
CAR15001,Pulmonary Carcinoid Tumor,Carcinoid Trial #2,"Chicago, Illinois",car@trials.org / (800) 555-15001,Recruiting
CAR15002,Pulmonary Carcinoid Tumor,Carcinoid Trial #3,"Los Angeles, California",car@trials.org / (800) 555-15002,Recruiting
CAR15003,Pulmonary Carcinoid Tumor,Carcinoid Trial #4,"Boston, Massachusetts",car@trials.org / (800) 555-15003,Recruiting
CAR15004,Pulmonary Carcinoid Tumor,Carcinoid Trial #5,"Houston, Texas",car@trials.org / (800) 555-15004,Recruiting
CAR15005,Pulmonary Carcinoid Tumor,Carcinoid Trial #6,"Seattle, Washington",car@trials.org / (800) 555-15005,Recruiting
CAR15006,Pulmonary Carcinoid Tumor,Carcinoid Trial #7,"Denver, Colorado",car@trials.org / (800) 555-15006,Recruiting
CAR15007,Pulmonary Carcinoid Tumor,Carcinoid Trial #8,"Philadelphia, Pennsylvania",car@trials.org / (800) 555-15007,Recruiting
CAR15008,Pulmonary Carcinoid Tumor,Carcinoid Trial #9,"San Diego, California",car@trials.org / (800) 555-15008,Recruiting
CAR15009,Pulmonary Carcinoid Tumor,Carcinoid Trial #10,"Miami, Florida",car@trials.org / (800) 555-15009,Recruiting
CAR15010,Pulmonary Carcinoid Tumor,Carcinoid Trial #11,"Portland, Oregon",car@trials.org / (800) 555-15010,Recruiting
CAR15011,Pulmonary Carcinoid Tumor,Carcinoid Trial #12,"Phoenix, Arizona",car@trials.org / (800) 555-15011,Recruiting
CAR15012,Pulmonary Carcinoid Tumor,Carcinoid Trial #13,"Minneapolis, Minnesota",car@trials.org / (800) 555-15012,Recruiting
CAR15013,Pulmonary Carcinoid Tumor,Carcinoid Trial #14,"St. Louis, Missouri",car@trials.org / (800) 555-15013,Recruiting
CAR15014,Pulmonary Carcinoid Tumor,Carcinoid Trial #15,"Baltimore, Maryland",car@trials.org / (800) 555-15014,Recruiting
CAR15015,Pulmonary Carcinoid Tumor,Carcinoid Trial #16,"Cleveland, Ohio",car@trials.org / (800) 555-15015,Recruiting
CAR15016,Pulmonary Carcinoid Tumor,Carcinoid Trial #17,"Austin, Texas",car@trials.org / (800) 555-15016,Recruiting
CAR15017,Pulmonary Carcinoid Tumor,Carcinoid Trial #18,"Indianapolis, Indiana",car@trials.org / (800) 555-15017,Recruiting
CAR15018,Pulmonary Carcinoid Tumor,Carcinoid Trial #19,"Detroit, Michigan",car@trials.org / (800) 555-15018,Recruiting
CAR15019,Pulmonary Carcinoid Tumor,Carcinoid Trial #20,"Charlotte, North Carolina",car@trials.org / (800) 555-15019,Recruiting
UVM16000,Uveal Melanoma,Uveal Trial #1,"Albany, New York",uveal@trials.org / (800) 555-16000,Recruiting
UVM16001,Uveal Melanoma,Uveal Trial #2,"Boise, Idaho",uveal@trials.org / (800) 555-16001,Recruiting
UVM16002,Uveal Melanoma,Uveal Trial #3,"Anchorage, Alaska",uveal@trials.org / (800) 555-16002,Recruiting
UVM16003,Uveal Melanoma,Uveal Trial #4,"Burlington, Vermont",uveal@trials.org / (800) 555-16003,Recruiting
UVM16004,Uveal Melanoma,Uveal Trial #5,"Billings, Montana",uveal@trials.org / (800) 555-16004,Recruiting
UVM16005,Uveal Melanoma,Uveal Trial #6,"Juneau, Alaska",uveal@trials.org / (800) 555-16005,Recruiting
UVM16006,Uveal Melanoma,Uveal Trial #7,"Cheyenne, Wyoming",uveal@trials.org / (800) 555-16006,Recruiting
UVM16007,Uveal Melanoma,Uveal Trial #8,"Manchester, New Hampshire",uveal@trials.org / (800) 555-16007,Recruiting
UVM16008,Uveal Melanoma,Uveal Trial #9,"Des Moines, Iowa",uveal@trials.org / (800) 555-16008,Recruiting
UVM16009,Uveal Melanoma,Uveal Trial #10,"Little Rock, Arkansas",uveal@trials.org / (800) 555-16009,Recruiting
UVM16010,Uveal Melanoma,Uveal Trial #11,"Columbia, South Carolina",uveal@trials.org / (800) 555-16010,Recruiting
UVM16011,Uveal Melanoma,Uveal Trial #12,"Lansing, Michigan",uveal@trials.org / (800) 555-16011,Recruiting
UVM16012,Uveal Melanoma,Uveal Trial #13,"Omaha, Nebraska",uveal@trials.org / (800) 555-16012,Recruiting
UVM16013,Uveal Melanoma,Uveal Trial #14,"Topeka, Kansas",uveal@trials.org / (800) 555-16013,Recruiting
UVM16014,Uveal Melanoma,Uveal Trial #15,"Mobile, Alabama",uveal@trials.org / (800) 555-16014,Recruiting
UVM16015,Uveal Melanoma,Uveal Trial #16,"Jackson, Mississippi",uveal@trials.org / (800) 555-16015,Recruiting
UVM16016,Uveal Melanoma,Uveal Trial #17,"Bismarck, North Dakota",uveal@trials.org / (800) 555-16016,Recruiting
UVM16017,Uveal Melanoma,Uveal Trial #18,"Sioux Falls, South Dakota",uveal@trials.org / (800) 555-16017,Recruiting
UVM16018,Uveal Melanoma,Uveal Trial #19,"Fargo, North Dakota",uveal@trials.org / (800) 555-16018,Recruiting
UVM16019,Uveal Melanoma,Uveal Trial #20,"Rapid City, South Dakota",uveal@trials.org / (800) 555-16019,Recruiting
CON17000,Conjunctival Cancer,Conjunctival Trial #1,"Spokane, Washington",conj@trials.org / (800) 555-17000,Recruiting
CON17001,Conjunctival Cancer,Conjunctival Trial #2,"Knoxville, Tennessee",conj@trials.org / (800) 555-17001,Recruiting
CON17002,Conjunctival Cancer,Conjunctival Trial #3,"Fort Wayne, Indiana",conj@trials.org / (800) 555-17002,Recruiting
CON17003,Conjunctival Cancer,Conjunctival Trial #4,"Shreveport, Louisiana",conj@trials.org / (800) 555-17003,Recruiting
CON17004,Conjunctival Cancer,Conjunctival Trial #5,"Charleston, West Virginia",conj@trials.org / (800) 555-17004,Recruiting
CON17005,Conjunctival Cancer,Conjunctival Trial #6,"Bozeman, Montana",conj@trials.org / (800) 555-17005,Recruiting
CON17006,Conjunctival Cancer,Conjunctival Trial #7,"Dover, Delaware",conj@trials.org / (800) 555-17006,Recruiting
CON17007,Conjunctival Cancer,Conjunctival Trial #8,"Concord, New Hampshire",conj@trials.org / (800) 555-17007,Recruiting
CON17008,Conjunctival Cancer,Conjunctival Trial #9,"New Haven, Connecticut",conj@trials.org / (800) 555-17008,Recruiting
CON17009,Conjunctival Cancer,Conjunctival Trial #10,"Syracuse, New York",conj@trials.org / (800) 555-17009,Recruiting
CON17010,Conjunctival Cancer,Conjunctival Trial #11,"Chattanooga, Tennessee",conj@trials.org / (800) 555-17010,Recruiting
CON17011,Conjunctival Cancer,Conjunctival Trial #12,"Erie, Pennsylvania",conj@trials.org / (800) 555-17011,Recruiting
CON17012,Conjunctival Cancer,Conjunctival Trial #13,"Jackson, Tennessee",conj@trials.org / (800) 555-17012,Recruiting
CON17013,Conjunctival Cancer,Conjunctival Trial #14,"Huntsville, Alabama",conj@trials.org / (800) 555-17013,Recruiting
CON17014,Conjunctival Cancer,Conjunctival Trial #15,"Champaign, Illinois",conj@trials.org / (800) 555-17014,Recruiting
CON17015,Conjunctival Cancer,Conjunctival Trial #16,"Green Bay, Wisconsin",conj@trials.org / (800) 555-17015,Recruiting
CON17016,Conjunctival Cancer,Conjunctival Trial #17,"Eugene, Oregon",conj@trials.org / (800) 555-17016,Recruiting
CON17017,Conjunctival Cancer,Conjunctival Trial #18,"Provo, Utah",conj@trials.org / (800) 555-17017,Recruiting
CON17018,Conjunctival Cancer,Conjunctival Trial #19,"Bakersfield, California",conj@trials.org / (800) 555-17018,Recruiting
CON17019,Conjunctival Cancer,Conjunctival Trial #20,"Lubbock, Texas",conj@trials.org / (800) 555-17019,Recruiting
OPT18000,Optic Glioma,Optic Glioma Trial #1,"Amarillo, Texas",opt@trials.org / (800) 555-18000,Recruiting
OPT18001,Optic Glioma,Optic Glioma Trial #2,"Medford, Oregon",opt@trials.org / (800) 555-18001,Recruiting
OPT18002,Optic Glioma,Optic Glioma Trial #3,"Yakima, Washington",opt@trials.org / (800) 555-18002,Recruiting
OPT18003,Optic Glioma,Optic Glioma Trial #4,"Bangor, Maine",opt@trials.org / (800) 555-18003,Recruiting
OPT18004,Optic Glioma,Optic Glioma Trial #5,"Reno, Nevada",opt@trials.org / (800) 555-18004,Recruiting
OPT18005,Optic Glioma,Optic Glioma Trial #6,"Casper, Wyoming",opt@trials.org / (800) 555-18005,Recruiting
OPT18006,Optic Glioma,Optic Glioma Trial #7,"Bend, Oregon",opt@trials.org / (800) 555-18006,Recruiting
OPT18007,Optic Glioma,Optic Glioma Trial #8,"Tacoma, Washington",opt@trials.org / (800) 555-18007,Recruiting
OPT18008,Optic Glioma,Optic Glioma Trial #9,"Kalamazoo, Michigan",opt@trials.org / (800) 555-18008,Recruiting
OPT18009,Optic Glioma,Optic Glioma Trial #10,"Roanoke, Virginia",opt@trials.org / (800) 555-18009,Recruiting
OPT18010,Optic Glioma,Optic Glioma Trial #11,"Laredo, Texas",opt@trials.org / (800) 555-18010,Recruiting
OPT18011,Optic Glioma,Optic Glioma Trial #12,"Baton Rouge, Louisiana",opt@trials.org / (800) 555-18011,Recruiting
OPT18012,Optic Glioma,Optic Glioma Trial #13,"Evansville, Indiana",opt@trials.org / (800) 555-18012,Recruiting
OPT18013,Optic Glioma,Optic Glioma Trial #14,"Wichita, Kansas",opt@trials.org / (800) 555-18013,Recruiting
OPT18014,Optic Glioma,Optic Glioma Trial #15,"Peoria, Illinois",opt@trials.org / (800) 555-18014,Recruiting
OPT18015,Optic Glioma,Optic Glioma Trial #16,"Duluth, Minnesota",opt@trials.org / (800) 555-18015,Recruiting
OPT18016,Optic Glioma,Optic Glioma Trial #17,"Cedar Rapids, Iowa",opt@trials.org / (800) 555-18016,Recruiting
OPT18017,Optic Glioma,Optic Glioma Trial #18,"Fort Collins, Colorado",opt@trials.org / (800) 555-18017,Recruiting
OPT18018,Optic Glioma,Optic Glioma Trial #19,"Trenton, New Jersey",opt@trials.org / (800) 555-18018,Recruiting
OPT18019,Optic Glioma,Optic Glioma Trial #20,"Grand Junction, Colorado",opt@trials.org / (800) 555-18019,Recruiting
PNC19000,Penile Cancer,Penile Trial #1,"Salem, Oregon",penile@trials.org / (800) 555-19000,Recruiting
PNC19001,Penile Cancer,Penile Trial #2,"Toledo, Ohio",penile@trials.org / (800) 555-19001,Recruiting
PNC19002,Penile Cancer,Penile Trial #3,"Hickory, North Carolina",penile@trials.org / (800) 555-19002,Recruiting
PNC19003,Penile Cancer,Penile Trial #4,"Savannah, Georgia",penile@trials.org / (800) 555-19003,Recruiting
PNC19004,Penile Cancer,Penile Trial #5,"Boise, Idaho",penile@trials.org / (800) 555-19004,Recruiting
PNC19005,Penile Cancer,Penile Trial #6,"Tulsa, Oklahoma",penile@trials.org / (800) 555-19005,Recruiting
PNC19006,Penile Cancer,Penile Trial #7,"Springfield, Missouri",penile@trials.org / (800) 555-19006,Recruiting
PNC19007,Penile Cancer,Penile Trial #8,"Sioux City, Iowa",penile@trials.org / (800) 555-19007,Recruiting
PNC19008,Penile Cancer,Penile Trial #9,"Pueblo, Colorado",penile@trials.org / (800) 555-19008,Recruiting
PNC19009,Penile Cancer,Penile Trial #10,"Augusta, Georgia",penile@trials.org / (800) 555-19009,Recruiting
PNC19010,Penile Cancer,Penile Trial #11,"Fayetteville, Arkansas",penile@trials.org / (800) 555-19010,Recruiting
PNC19011,Penile Cancer,Penile Trial #12,"Odessa, Texas",penile@trials.org / (800) 555-19011,Recruiting
PNC19012,Penile Cancer,Penile Trial #13,"Rochester, Minnesota",penile@trials.org / (800) 555-19012,Recruiting
PNC19013,Penile Cancer,Penile Trial #14,"Greensboro, North Carolina",penile@trials.org / (800) 555-19013,Recruiting
PNC19014,Penile Cancer,Penile Trial #15,"Biloxi, Mississippi",penile@trials.org / (800) 555-19014,Recruiting
PNC19015,Penile Cancer,Penile Trial #16,"Spartanburg, South Carolina",penile@trials.org / (800) 555-19015,Recruiting
PNC19016,Penile Cancer,Penile Trial #17,"Hattiesburg, Mississippi",penile@trials.org / (800) 555-19016,Recruiting
PNC19017,Penile Cancer,Penile Trial #18,"Casper, Wyoming",penile@trials.org / (800) 555-19017,Recruiting
PNC19018,Penile Cancer,Penile Trial #19,"El Paso, Texas",penile@trials.org / (800) 555-19018,Recruiting
PNC19019,Penile Cancer,Penile Trial #20,"Corpus Christi, Texas",penile@trials.org / (800) 555-19019,Recruiting
URC20000,Urethral Cancer,Urethral Trial #1,"Wilmington, Delaware",urethral@trials.org / (800) 555-20000,Recruiting
URC20001,Urethral Cancer,Urethral Trial #2,"Hilo, Hawaii",urethral@trials.org / (800) 555-20001,Recruiting
URC20002,Urethral Cancer,Urethral Trial #3,"Lewiston, Idaho",urethral@trials.org / (800) 555-20002,Recruiting
URC20003,Urethral Cancer,Urethral Trial #4,"Valdosta, Georgia",urethral@trials.org / (800) 555-20003,Recruiting
URC20004,Urethral Cancer,Urethral Trial #5,"Beaumont, Texas",urethral@trials.org / (800) 555-20004,Recruiting
URC20005,Urethral Cancer,Urethral Trial #6,"Abilene, Texas",urethral@trials.org / (800) 555-20005,Recruiting
URC20006,Urethral Cancer,Urethral Trial #7,"Waco, Texas",urethral@trials.org / (800) 555-20006,Recruiting
URC20007,Urethral Cancer,Urethral Trial #8,"Frederick, Maryland",urethral@trials.org / (800) 555-20007,Recruiting
URC20008,Urethral Cancer,Urethral Trial #9,"Lynchburg, Virginia",urethral@trials.org / (800) 555-20008,Recruiting
URC20009,Urethral Cancer,Urethral Trial #10,"Florence, South Carolina",urethral@trials.org / (800) 555-20009,Recruiting
URC20010,Urethral Cancer,Urethral Trial #11,"Dothan, Alabama",urethral@trials.org / (800) 555-20010,Recruiting
URC20011,Urethral Cancer,Urethral Trial #12,"Rockford, Illinois",urethral@trials.org / (800) 555-20011,Recruiting
URC20012,Urethral Cancer,Urethral Trial #13,"Lincoln, Nebraska",urethral@trials.org / (800) 555-20012,Recruiting
URC20013,Urethral Cancer,Urethral Trial #14,"Ogden, Utah",urethral@trials.org / (800) 555-20013,Recruiting
URC20014,Urethral Cancer,Urethral Trial #15,"Montgomery, Alabama",urethral@trials.org / (800) 555-20014,Recruiting
URC20015,Urethral Cancer,Urethral Trial #16,"Pasco, Washington",urethral@trials.org / (800) 555-20015,Recruiting
URC20016,Urethral Cancer,Urethral Trial #17,"Lawton, Oklahoma",urethral@trials.org / (800) 555-20016,Recruiting
URC20017,Urethral Cancer,Urethral Trial #18,"Killeen, Texas",urethral@trials.org / (800) 555-20017,Recruiting
URC20018,Urethral Cancer,Urethral Trial #19,"St. George, Utah",urethral@trials.org / (800) 555-20018,Recruiting
URC20019,Urethral Cancer,Urethral Trial #20,"Kennewick, Washington",urethral@trials.org / (800) 555-20019,Recruiting
RPU30000,Renal Pelvis and Ureter Cancer,RPU Trial #1,"Erie, Pennsylvania",rpu@trials.org / (800) 555-30000,Recruiting
RPU30001,Renal Pelvis and Ureter Cancer,RPU Trial #2,"Amarillo, Texas",rpu@trials.org / (800) 555-30001,Recruiting
RPU30002,Renal Pelvis and Ureter Cancer,RPU Trial #3,"Reading, Pennsylvania",rpu@trials.org / (800) 555-30002,Recruiting
RPU30003,Renal Pelvis and Ureter Cancer,RPU Trial #4,"Davenport, Iowa",rpu@trials.org / (800) 555-30003,Recruiting
